GEO.id,GEOID,GEO.display-label,LaborForceParticipationRate,LaborForceParticipationRate-MOE,EmploymentRate,EmploymentRate-MOE,UnemploymentRate,UnemploymentRate-MOE,FemaleLaborForceParticipation,FemaleLaborForceParticipation-MOE,FemaleCivilianEmployment,FemaleCivilianEmployment-MOE,CommutingToWork-DrivingAlone,CommutingToWork-DrivingAlone-MOE,CommutingToWork-Carpool,CommutingToWork-Carpool-MOE,CommutingToWork-PublicTransit,CommutingToWork-PublicTransit,CommutingToWork-Walked,CommutingToWork-Walked-MOE,CommutingToWork-Other,CommutingToWork-Other-MOE,CommutingToWork-Home,CommutingToWork-Home-MOE,PrivateWageSalary,PrivateWageSalary-MOE,"Income<10,000","Income<10,000-MOE",Income10k-15k,Income10k-15k-MOE,Income15k-25k,Income15k-25k-MOE,Income25k-35k,Income25k-35k-MOE,Income35k-50k,Income35k-50k-MOE,Income50k-75k,Income50k-75k-MOE,Income75k-100k,Income75k-100k-MOE,Income100k-150k,Income100k-150k-MOE,Income150k-200k,Income150k-200k-MOE,Income200K+,Income200K+-MOE,MedianHouseholdIncome,MedianHouseholdIncome-MOE,MeanHouseholdIncome,MeanHouseholdIncome-MOE,HouseholdsWithEarnings,HouseholdsWithEarnings-MOE,HouseholdsMeanEarnings,HouseholdsMeanEarnings-MOE,HouseholdsWSS,HouseholdsWSS-MOE,HouseholdsMeanSSIncome,HouseholdsMeanSSIncome-MOE,HouseholdsWPublicAssistanceIncome,HouseholdsWPublicAssistanceIncome-MOE,HouseholdsMeanPublicAssistanceIncome,HouseholdsMeanPublicAssistanceIncome-MOE,HouseholdsWFoodStampSNAPBenefits,HouseholdsWFoodStampSNAPBenefits-MOE,FamiliesIncome<10k,FamiliesIncome<10k-MOE,FamiliesIncome10k-15k,FamiliesIncome10k-15k-MOE,FamiliesIncome15k-25k,FamiliesIncome15k-25k-MOE,FamiliesIncome25k-35k,FamiliesIncome25k-35k-MOE,FamiliesIncome35k-50k,FamiliesIncome35k-50k-MOE,FamiliesIncome50k-75k,FamiliesIncome50k-75k-MOE,FamiliesIncome75k-100k,FamiliesIncome75k-100k-MOE,FamiliesIncome100k-150k,FamiliesIncome100k-150k-MOE,FamiliesIncome150k-200k,FamiliesIncome150k-200k-MOE,FamiliesIncome200k+,FamiliesIncome200k+-MOE,FamiliesMedianIncome,FamiliesMedianIncome-MOE,FamiliesMeanIncome,FamiliesMeanIncome-MOE,FamiliesPerCaptiaIncome,FamiliesPerCaptiaIncome-MOE,NonFamilyHouseholdsMedianIncome,NonFamilyHouseholdsMedianIncome-MOE,NonFamilyHouseholdsMeanIncome,NonFamilyHouseholdsMeanIncome-MOE,MedianWorkerEarnings,MedianWorkerEarnings-MOE,HealthInsuranceCoverage,HealthInsuranceCoverage-MOE,HealthInsuranceCoverage-Private,HealthInsuranceCoverage-Private-MOE,HealthInsuranceCoverage-Public,HealthInsuranceCoverage-Public-MOE,FamiliesBelowPovertyLevel,FamiliesBelowPovertyLevel-MOE,MarriedCouplesBelowPovertyLevel,MarriedCouplesBelowPovertyLevel-MOE,PeopleIncomeBelowPovertyLevel,PeopleIncomeBelowPovertyLevel-MOE,ChildrenUnderPovertyLevel,ChildrenUnderPovertyLevel-MOE
1400000US17089853006,17089853006,"Census Tract 8530.06, Kane County, Illinois",68.7,5.5,62.1,6.6,6.7,3,64.4,8.9,58,9.5,84.6,7,9,6.1,1,1.1,2.6,2.8,1.1,1.6,1.7,1.6,83.3,8,8.1,4.1,4.7,4.4,9.2,5.7,11.3,7.8,4.4,2.8,21.1,9.5,20.6,8.3,15,6.3,4.6,2.6,0.9,1.1,65960,8384,67354,6283,77.6,6.6,70434,6753,33.1,7,16080,2186,0,2.3,,,23.3,9.6,3.9,5.5,0,3.9,3.2,5.4,5.8,4.9,5,3.6,19,9.5,32.5,12.3,21.3,9.7,7.8,4.8,1.6,1.9,90654,7104,88741,8646,25489,3138,25595,14492,31772,9389,34167,6990,89.5,5.2,60.3,12.2,36,8.1,7.1,7.9,4.3,7.1,12.7,6.5,16,19.3
1400000US17089853007,17089853007,"Census Tract 8530.07, Kane County, Illinois",67.2,3.6,61.6,4.3,5.6,2.1,62.1,5.5,57,5.9,74.6,6.6,17.7,5.7,2.5,1.9,2.3,1.8,1,1,1.9,1.5,90.7,3.2,2.5,2.2,2.2,2.2,11.9,4.6,12.4,4.6,20,5.9,21.7,6.2,10.5,3.6,12.4,4.5,5.4,2.9,0.9,1,50795,4529,64194,5304,90.5,4,61443,5794,17.9,3.3,19231,2773,1.4,1.3,1874,1568,28.2,6.4,4.9,3.9,1.5,2.5,12.6,6,11.4,4.6,16.4,6.7,20.2,6.3,12,4.1,13.3,4.9,6.5,3.7,1.3,1.3,53656,9804,66531,6891,19943,1769,47756,11516,53592,9582,24658,2535,80.4,4.5,50.9,6,36.9,5.5,16.8,6.2,11.4,7,19.3,6.4,29.8,11
1400000US17089853008,17089853008,"Census Tract 8530.08, Kane County, Illinois",74.5,5.3,70.6,6,3.9,1.9,68.1,7.4,64.9,8.4,92,3.5,4.6,2.8,1,1.1,0.3,0.4,0.4,0.6,1.8,1.6,88.8,3.7,2.4,2.2,2.1,2,10.2,4.7,10,5.5,17,6,21.7,6.8,18.5,4.5,15.4,4.4,1.5,1.4,1.3,1.1,60899,9186,66396,4793,89.7,5,63211,5357,19.1,5.3,18490,2681,1.5,1.5,3600,1931,15.5,6.3,0,2.7,2.8,2.8,5.2,4.1,8.4,4.7,19.1,8.3,21.9,8.3,20.8,6.5,17.8,5.9,2.1,2,1.7,1.5,69052,7835,73527,6176,21016,1498,36250,14094,42124,7954,27909,3540,90.7,4.2,74.7,6.3,23.8,5,5.7,4,2.8,3.5,7.2,3.4,6.9,5.3
1400000US17089853100,17089853100,"Census Tract 8531, Kane County, Illinois",69.9,5.8,62,7,7.8,3.4,61.8,10,50.8,11.5,85.8,5.7,7.5,4.6,2.5,2.6,1.6,1.4,1.7,1.3,0.8,1,89.7,3.9,5.1,3.7,2.1,2.4,9.5,5,8,4.4,13.7,6.7,28.4,7.7,18.3,7,10.8,3.4,3.6,3.4,0.5,0.7,56853,9265,64411,7710,91.3,3.3,59884,7448,20.8,6,20949,2630,4.5,3.6,1716,1289,27.9,9.5,5.5,5.7,2.7,3.1,11.4,8,9.4,5.3,13.5,8.3,26.6,10.5,14.3,7.1,11.8,4.3,4,4.3,0.7,0.9,61141,7442,64434,9915,19398,3262,51364,16406,49890,10344,26926,3615,88,4.1,55.3,11.1,38.2,8.2,19.2,9.4,7.8,6.4,22,10.7,36,18.1
1400000US17089853200,17089853200,"Census Tract 8532, Kane County, Illinois",62.5,4.8,56.2,5,6.3,2.7,53.3,6.8,47.9,7.3,74.1,6,16.8,6.3,2,2.3,2.1,2.4,1.2,1.3,3.9,2.1,93.4,3,8.5,4.4,6.2,3,7.6,3.6,14.1,4.5,11.2,4.1,24.2,6.1,18.1,6,7.1,3.9,0.7,1.1,2.3,1.8,51746,7283,71895,26908,80.6,5.1,77670,33869,26.5,5.5,15900,2547,4.7,3.3,1777,1678,28.7,7.1,8,5,6.6,4.5,6.7,4.2,8.8,5,11.2,5.7,28.9,7.3,19.9,8,7.2,4.4,0,2.2,2.8,2.7,56925,6214,81495,41003,21302,7081,30842,4040,41565,11118,25788,2404,86.3,3.5,49.1,7.9,45.4,6.8,21.7,8.3,11.2,7.9,22.2,7.1,33.9,13.5
1400000US17089853300,17089853300,"Census Tract 8533, Kane County, Illinois",67.9,4.9,62.1,5.7,5.8,2.7,57,8,50.7,7.5,80.6,5.2,15.5,4.9,0.8,1.1,1.4,2.2,0,1.2,1.7,1.4,89.5,4.2,1.6,1.9,2.5,2.2,7.3,4.4,17.2,6.3,16.3,6.5,28.3,7.5,12.8,6.3,9.3,4.5,4.3,3.1,0.4,1,52145,8074,60113,5038,89.8,3.7,58880,5514,23.1,6.7,16275,3673,0,2,,,22,6.2,2.1,2.5,1.5,2.3,9.1,5.8,17.1,6.7,18.1,8.2,22.7,7.4,13.8,7.6,9.9,6.2,5.2,4.2,0.5,1.3,56563,11142,62242,6222,15860,1760,36488,10460,43150,6320,28272,2689,82,5,55.3,7.9,32,6,20.7,7,18.3,8.9,22.9,7.9,37.4,13.8
1400000US17089853400,17089853400,"Census Tract 8534, Kane County, Illinois",73.7,4.2,70.8,4.1,2.9,1.4,66.4,6.6,62.7,6.9,76.4,5.1,16.6,4.5,1.3,1.3,2.3,1.9,0.3,0.4,3.2,2.5,97.7,1.3,2.7,2.5,5.5,3.7,15.9,5.1,9.8,4.8,21.8,6.9,25.9,7,6,3.5,9.3,4.4,1.8,2.1,1.5,1.6,46750,4820,58238,10274,93.7,3.5,52189,5962,10.3,4.2,16777,2930,1.9,1.8,3973,1189,33.7,7.6,3.1,2.9,6,3.9,16.7,6.5,12,5.6,15.9,6.3,27.4,7.8,6.4,3.9,9.4,4.9,3,2.9,0,1.3,46769,6538,52536,6039,15003,2599,30375,12140,77237,72562,22968,1815,77.8,5.1,38.5,7,42.5,5.9,21.7,6.8,12.6,8.4,21.1,6.7,32.9,11.3
1400000US17089853500,17089853500,"Census Tract 8535, Kane County, Illinois",67.5,4.8,63.1,5.1,4.4,1.9,58.4,7.8,52.6,7.7,66.4,9.5,29.8,9.2,0,0.9,0.8,1.2,2.2,1.8,0.8,0.8,98,1.3,5.3,3.8,1.9,2.3,11.8,4.3,7.5,4,23.2,6.7,21.2,5.6,18.5,6.1,8,3.8,2,2.1,0.5,0.8,50168,6729,57902,5457,87.7,4.1,57479,5850,18,4.9,19574,3024,0.9,1,,,20,6.3,5.5,4.3,1.8,2.1,8.6,4.3,7.6,4.7,24.7,7.9,22.8,6.6,16.3,7.2,9.7,4.6,2.4,2.6,0.6,1,51085,6987,59676,6247,14860,1310,30221,22640,35731,10629,23180,2803,75.4,5.2,41,6.8,40.5,4.7,16.6,4.9,16.5,7.1,17.4,6,26.8,9.1
1400000US17089853600,17089853600,"Census Tract 8536, Kane County, Illinois",64.1,6.1,58.8,6,5.3,2,53.8,8.4,45.3,8.4,71.8,8.8,21.9,8.4,0,0.7,3.4,3.5,0.8,1.3,2.1,2,96.8,2.2,4.2,2.7,4.3,3.2,19,7.6,15.2,5.6,13.9,6.4,15.3,6.1,13.2,7.2,11.1,5.8,2.2,2.1,1.8,2.3,42605,7471,67352,19054,84.5,6,68997,20905,25.5,6.9,16968,2505,1.9,1.8,3800,3364,34.5,8,2.5,2.3,3.5,3.6,23.2,8.8,14.7,6.2,14.9,7.6,14.9,7.2,12.8,7.6,11.5,7.4,0.7,1.1,1.3,2.2,41923,8437,58718,14524,19511,6280,32560,21689,85933,56347,21032,1653,71.1,6.3,24.8,5.7,51.6,6.8,26,8.4,22.4,9.9,33,9.4,54.2,14.6
1400000US17089853900,17089853900,"Census Tract 8539, Kane County, Illinois",65,5.6,62.9,5.7,1.7,1.4,68.2,5.4,66.8,5.2,76.9,5.4,6.2,3.2,3.5,2.4,6.8,3.1,1.7,1.5,4.9,2.1,83.4,4.6,4.8,3,2.7,2.3,4.7,2.8,10.2,3.9,9.9,3.4,16.4,4.5,13.7,3.9,24.5,5.3,8.1,2.8,5,2.6,76548,7032,89084,7201,86.4,3.2,81456,6665,27.5,3.7,20702,2136,0,1.3,,,6,2.7,1.2,1.5,0,2,5,3.7,6.7,3.8,6.4,3.4,17,5.7,13.7,4.5,31.4,7.2,11.1,4.3,7.4,3.6,99949,12164,108126,8658,30786,3123,36471,11608,45772,8765,27525,6584,95.7,2,81.8,4.5,24.3,3.9,2.6,2,2.4,2,12.9,5.3,6.4,6.7
1400000US17089854001,17089854001,"Census Tract 8540.01, Kane County, Illinois",61.1,4.2,57.6,4.8,3.5,2.1,50.8,5,46.9,5.4,84.9,5.2,4.1,3.6,3.4,2.6,2.4,2.3,0.6,0.9,4.6,2.7,82.6,5.3,3.4,2.7,4,3.1,7,3.6,8.6,4.1,10.2,3.9,12.3,4.3,13.4,4.9,18.8,6.2,14.7,5.1,7.7,3.4,80164,3435,97079,8406,72.9,4.6,100958,11305,39.1,6,21259,2628,0.6,0.9,,,9.8,5.1,0,2.4,1.2,1.8,0.8,1.3,6.3,3.8,11.2,5.1,13.2,5.6,16.6,6.5,21.2,7.6,20.3,6.9,9.4,4.4,101827,22005,113887,10001,34815,3496,28423,6203,55955,18480,34309,5102,94.5,3.4,81.3,6.1,28.8,4.9,1.9,2.2,1.4,2.2,3.4,1.9,2.1,3.3
1400000US17089854002,17089854002,"Census Tract 8540.02, Kane County, Illinois",66.3,6.2,60.7,6.5,5.5,2,56.3,7.4,52.1,7.9,74,7.8,13.5,6.7,1.2,1.4,6.1,4.7,1.7,2.4,3.5,3,89.2,4.7,2.8,2.2,4.9,4.3,11.4,4.9,13.1,6.2,13.3,5.4,17,6.6,11.1,6.4,17.5,6.7,2.6,2.3,6.4,4.7,57287,18612,84134,24630,75.6,4.4,95781,30604,29,4.9,18708,2745,2.3,2,6486,3925,12.7,5,2.2,2.4,2.4,2.8,5.2,4.3,12.1,8.2,15.5,7.7,13.2,6.5,14.2,9.7,20.3,8.8,4.3,3.8,10.7,7.7,74707,15321,108162,38196,33157,9751,29803,10978,44462,8627,31895,3059,84,6.4,62.6,9,33.5,7.2,8.8,5.6,6,5.4,14.3,7.3,17.5,12
1400000US17089854100,17089854100,"Census Tract 8541, Kane County, Illinois",73.4,4.7,66.4,4.7,7,2.5,65.8,6.8,58.6,6.6,79.2,6.8,15.4,6.2,3.4,3.2,0,1.2,1.2,1.5,0.7,1.1,94,3,6.1,4,4.2,3.1,7.8,3.7,10.1,4.8,29.7,9.3,22.8,7.6,4.5,2.9,11.6,6,3,2.4,0.5,0.8,43274,6623,65410,15322,83.9,5.3,64001,10791,21.5,5.5,14345,2115,5.7,3.6,2936,982,30.3,7.6,5,4.5,2.6,2.4,8.6,5.4,9.6,6,30.5,10.6,23.9,8.9,3.2,2.7,14.6,7.2,1.9,3,0,2.5,46050,9412,56376,7202,18646,4515,25417,4870,86462,83990,22266,2426,79.2,6,39.5,8.8,46.3,6.5,13.4,6.5,10.2,7.1,15.4,5.9,21.3,10
1400000US17089854200,17089854200,"Census Tract 8542, Kane County, Illinois",69.7,5.1,62.7,4.7,7,2.5,56.5,8.1,49.9,7.8,75.2,7.5,18.1,6.6,0.3,0.5,2.2,2.3,2.4,2.8,1.7,1.2,90.4,3.2,10.1,5,1.7,1.5,13.7,5.8,11.6,6.2,17.4,5.6,23.4,7.3,11,4.7,10.6,4.8,0,1.8,0.5,0.8,42482,9170,51819,5096,91.3,3.5,48761,5353,19.1,5.8,18734,3293,2.7,2.6,15441,8450,28.8,6.3,8.2,6.5,1.7,2.4,10.6,5.4,11.5,6.8,16.5,6.6,26.4,7.9,13.9,5.7,10.5,5.3,0,2.1,0.6,1,50763,7400,54620,6299,14592,1460,22951,8877,24936,6490,19727,2633,75.3,4.9,39.1,5.6,42.6,5.2,14.7,6.2,3.5,2.9,16.5,5.1,18.4,9.4
1400000US17089854301,17089854301,"Census Tract 8543.01, Kane County, Illinois",70.9,4.1,65.4,4.2,5.5,2,62,6.5,54.5,7.1,80.8,5.2,13.8,4.8,2,1.7,0.2,0.5,1.6,1.4,1.6,1.2,95,2.3,4.5,2.9,5.3,3.8,12.1,4.9,11.1,4.8,21,5.6,17.6,5.6,10.4,4.5,13.4,5.1,3.6,2.9,1,1.7,47166,4548,59435,6846,85.3,5.4,60782,7087,21.6,5.2,14508,2521,1.7,1.5,1951,1260,25.6,7,4.1,3.3,6,4.6,10,5.8,12.7,5.4,18.7,6.3,18.5,5.6,11.7,5.5,12.6,5.2,4.4,3.5,1.3,2.1,47300,7407,60717,7821,16700,1913,33214,11721,36914,7898,22114,2248,74.9,5.5,43.4,5.7,36.8,6,16.4,6.1,14,7.6,16.5,5.1,24,9.6
1400000US17089854302,17089854302,"Census Tract 8543.02, Kane County, Illinois",69.9,4.6,65,4.6,4.9,2.3,65.7,7.3,61.4,7.5,83.6,6.6,14.8,6.4,0.9,0.9,0,1.2,0,1.2,0.8,0.9,90.5,3.9,2.7,2.1,2.6,2.6,13.8,5.2,15.8,6.1,15.1,5.3,27.4,6.3,12.3,5.6,8.7,4.2,0.4,0.7,1.3,1.2,50000,8537,55275,4565,89.4,3.4,54740,5020,17.8,4.6,20196,3416,1.3,1.4,,,28.8,6.7,1.8,2.8,0.8,1.3,12.2,6.7,13.3,6.5,12.1,5.7,33.4,7.6,12.1,6,12,6,0.6,0.9,1.7,1.6,54545,7586,61737,6300,16124,1412,28917,4201,34068,6114,23330,3088,79.6,4.6,42.6,6.8,43.8,5.6,12,5.5,10.1,7.6,16,6.3,23.1,10.1
1400000US17089854400,17089854400,"Census Tract 8544, Kane County, Illinois",68.8,4.5,62.2,4.9,6.6,3.1,65.1,6.6,58.1,6.6,79.8,6.5,12,4.6,2.2,2.3,0,0.4,4.3,4.3,1.7,1.6,89.8,4.3,4.7,3.3,1.8,1.4,16.1,5.2,9.3,4.1,18.4,5.6,21.1,5.9,10,4,12.3,4.8,3.1,2.7,3.1,2.4,49850,5842,64306,7206,79.3,4,70271,9238,27.6,4.4,16867,1714,0.8,1.1,,,26.4,6.9,2.8,3.4,0.7,1.3,13.2,6.9,6.9,5.3,21,6.9,23.3,7.3,14.9,7,10.6,4.6,2.2,1.9,4.3,3.4,53194,4727,68499,8242,21701,2094,30870,8122,45211,11231,31678,3584,85,6.2,50.5,7,43.3,6.9,10.1,6.5,2.6,2.8,15.6,7.1,23.8,16.3
1400000US17089854501,17089854501,"Census Tract 8545.01, Kane County, Illinois",73.1,3.3,69,3.4,4.1,1.7,64.7,4.8,61,4.6,76.8,4.6,4.4,2.4,7.2,2.5,0.3,0.5,1.2,1,10,2.9,85.9,3.3,1.2,1.3,2.4,2.5,4,2.5,3.3,1.9,4.5,2.4,10.3,4.1,14.9,3.3,23.9,4.9,17.7,4.5,17.8,4.3,119949,9447,137467,13407,88,3.9,138911,15117,19.7,4.3,21511,2889,2.1,1.5,6183,4741,2.5,1.9,1.4,1.5,0.5,0.9,2.9,2.4,1.1,1.2,3.8,2.5,9.5,4.2,16.4,3.7,25.5,5.5,19.8,5.2,19.2,4.9,126250,10621,146353,15414,45479,4536,46563,28643,74317,28423,53755,4682,98.4,1.2,91.6,3,15.5,4.2,2,1.8,0.8,1.3,2.1,1.4,1.7,1.6
1400000US17089854503,17089854503,"Census Tract 8545.03, Kane County, Illinois",76.3,3,73.9,3.2,2.4,1.3,71.6,4.4,69.1,4.5,88.2,3.7,4.2,2.6,1.1,1,0.2,0.4,0.2,0.3,6,2.9,78.5,4.7,1,1.3,2.2,2.4,3.5,2.1,3.3,2.1,3.9,2.2,17.9,4.6,13.4,5.2,31.5,6.6,11.4,3.3,11.8,4.2,105732,5515,114838,7599,88,3.4,115517,7959,18.1,3.3,23259,4080,2.1,1.5,3657,1346,3.3,1.7,0.4,0.7,0,0.9,0,0.9,1.9,1.8,4.3,2.7,16.7,5.4,8.8,4.2,38.2,7.5,14.7,4.2,15.1,5.4,116101,11361,130523,9402,37599,2407,67538,24015,58186,10465,51946,7333,96.8,2.2,90,3.7,16.4,3,1.5,1.7,1.2,1.6,3.3,3.2,3.2,4.1
1400000US17089854504,17089854504,"Census Tract 8545.04, Kane County, Illinois",65.5,3.9,61.6,3.6,3.8,2.2,57.9,5.8,56,5.8,87.9,4.1,1.3,1.4,2.1,1.9,0.7,0.9,0.9,0.9,7,3.4,84.5,4.2,4.1,3.8,1,1.1,3.4,3,3,2.1,5.5,2.9,13.6,5.2,14,5,24.5,5.7,16,5.2,15,3.8,108571,8229,128255,12006,79.8,5.4,125359,14892,32.1,4.5,21893,3127,1.5,1.4,6055,4457,1,1.2,2.8,3.3,0.5,0.8,2.8,3.3,1,1.1,4.3,2.6,10.7,4.5,14.6,5.6,28.6,6.3,16.4,6.1,18.4,4.8,115310,5800,141556,14304,46188,4736,60688,23208,61399,16265,46789,4824,96,2,86.7,3.2,19.9,2.8,5.8,4.4,4.2,3.8,6.3,3.8,2.4,2.8
1400000US17089854600,17089854600,"Census Tract 8546, Kane County, Illinois",75.6,4.4,69.6,4.4,6,2.6,57.2,7,52.9,7.3,66.7,7.8,17.5,6.8,2,2.5,4,2.5,6.4,4.1,3.4,2.7,88.4,4.6,0.7,1.1,7.3,4.3,9.2,4.6,10.9,5.2,15.9,6.8,21.6,7.3,13.5,5,12,6.4,5.8,4.4,3.2,3.9,53986,6127,68620,7882,90.7,4.1,67700,8617,19.2,5.3,16028,2882,2.3,2.1,827,427,15.5,5.3,3,3.3,9.2,6.5,8.5,6,9.6,6.8,11.3,7.2,18.5,8.6,16.3,7.2,13.4,9.5,5.9,4.2,4.4,6.2,55550,10603,70270,9419,24941,3346,51061,10195,62761,13664,24970,2720,76.2,4.4,43.3,6.2,38,4.5,18.9,8.5,17,10.4,20.5,7.1,30.7,14
1400000US17089854700,17089854700,"Census Tract 8547, Kane County, Illinois",70.1,4.6,62.2,5.9,8,3.4,66.7,7.1,61.7,7.4,79.4,6.7,7,3.6,4.8,3,4.8,3,2.9,2.5,0.9,1,87.2,4.8,13.8,6,2.1,1.8,13.8,4.7,10.2,4.8,12.5,4.8,18.3,5.6,15.9,7.4,9.7,4.9,2.5,2.7,1.4,2,43798,13604,55605,7518,83.7,4.7,56887,8000,23.7,4.5,18189,2964,2.8,2.2,2338,2866,19.4,6.5,5.6,7.2,1.4,1.6,7.5,5.7,12.6,6.7,12.8,6.7,21,8.8,16.6,11.5,14.9,8.9,4.9,5.4,2.8,3.8,60607,8421,71992,13173,22036,3247,28889,7571,36954,5738,27210,3473,84.6,4.3,53.4,8.6,41,8.4,14.5,8.9,12.9,13.5,22.2,7.5,19.2,15.8
1400000US17089854800,17089854800,"Census Tract 8548, Kane County, Illinois",74.1,3.2,71.9,3.5,1.9,1,70.2,4.2,67.7,4.6,75.9,4.7,6.2,3.5,7,2.5,1.5,1.2,0.3,0.5,9.1,4,81.7,4,0,1,2.9,2.9,1.6,1.2,5.2,2.4,5.7,2.3,6.9,3.3,11.7,3.9,28.8,6.4,14.1,3.9,23.2,5.3,125964,9563,145697,10363,85.3,3.8,147697,12176,21.2,3.8,20951,3302,0.8,1.1,,,2.4,1.9,0.8,1.5,0.7,1.1,0,1.2,2.2,2.1,3.4,2.2,6.2,3.4,12.4,5,30.2,7.2,15.6,4.5,28.4,6.8,140765,11569,162597,13197,51905,4012,44227,32031,64475,17757,53164,2357,99,0.6,90.7,2.4,16.5,3.1,1.5,1.8,0.8,1.3,1.5,1.7,2.5,4.1
1400000US17089854900,17089854900,"Census Tract 8549, Kane County, Illinois",65.7,5.5,59.7,5.3,6.1,2.3,62.1,5.9,55.6,6.3,79.4,5.7,10.5,4.2,2.6,1.5,2.9,2.3,2.4,2.3,2.2,1.5,90,3.4,8,4.5,7.3,4.1,6.9,3.6,5.6,3,10.2,4,24.7,6.9,15.1,5.1,17,4.6,2.6,1.7,2.7,2,57475,10664,69051,6051,78.8,4.5,75409,7904,20.7,4.2,20685,2531,4.6,2.9,2381,961,24.5,6.7,5.9,4.9,6,4.4,6.5,4.5,4,2.9,12.7,5.2,21.5,7.7,16,5.4,21.2,6.4,2.5,2.1,3.7,2.7,65938,10054,75150,8285,23759,2168,40462,19668,41576,7931,30775,2665,90.1,3.3,56.4,6.6,40.5,5.8,18,6.4,6.5,5.9,18.2,5.6,31.4,11.5
1400000US17091010100,17091010100,"Census Tract 101, Kankakee County, Illinois",60.5,5.2,58,5.2,2.5,0.9,57.8,5.2,53.8,5.2,82.8,5.4,7,3,1.1,0.7,3.7,2.3,2.6,2.2,2.9,2.3,84,4.2,2.2,1.4,6.2,4.1,9.8,3.8,9.3,3.9,14.5,5,20.9,5.1,12.3,3.6,18.2,4.8,3.3,1.7,3.3,1.7,60592,8636,72935,6569,78.1,4.2,67183,6529,39.1,5.1,18951,2156,3.6,2.2,3800,1506,15.4,5.1,3.5,2.8,0.9,1.3,6,3.4,4.9,2.9,13,5.8,25.5,6.6,13.5,4.2,23.7,6.3,4.3,2.3,4.7,2.5,71827,6134,85852,7850,28993,2943,28698,4332,38961,7237,31996,3725,94.2,2,77.2,5.1,31.1,4.8,7.2,3.9,3.7,3.1,9.4,3.4,9.9,7
1400000US17091010201,17091010201,"Census Tract 102.01, Kankakee County, Illinois",71.6,5.4,66.5,5.8,4.5,2.1,66.2,7.4,60.8,8.6,86.2,5.8,9.8,4.9,1.1,1.3,1.7,2.4,0,2.6,1.3,1.5,82.4,6.6,4.9,4.5,1.7,1.8,1.7,1.8,4.9,3.1,9.3,5.3,21.8,6.5,20.6,6.7,23.1,6.6,6.6,4,5.4,3.5,79038,8531,90381,8721,82.4,5.8,93193,9878,23.4,5.9,20890,3758,2.7,2.5,1005,645,6.7,5.3,5.4,5.4,0,4.8,2.2,2.3,2.7,2.3,12.9,8.5,16.3,6.3,21,8.4,26.9,8,6.6,4.6,5.9,4.1,85875,13941,94620,10797,33486,3477,50486,22374,66665,21205,36765,9522,96.1,3.1,82.5,6.2,22.8,4.6,5.4,5.4,0.9,1.2,4.7,3.2,3.4,3.6
1400000US17091010202,17091010202,"Census Tract 102.02, Kankakee County, Illinois",62.4,4.1,57.1,4.2,5.3,2,59.8,4.9,56.7,5,82.7,5.1,7.2,3.5,1.2,1.1,1.6,1.2,1,1.5,6.3,2.9,86.1,3.6,4.5,2.4,2.6,1.8,12.8,5,9.8,2.7,12.6,3.9,19,4.7,15.5,4.3,13.7,4,6.8,2.7,2.6,1.8,57011,8170,71863,5786,75.6,4.8,75723,7000,34.4,4.2,22789,2291,1.2,1.1,10138,9856,9.2,3.5,4.8,3.5,0.5,0.9,5.8,3.7,10.2,4.1,10.3,4,21,5.4,16.1,5.5,18.5,5.1,8.9,3.9,3.9,2.7,68969,10519,84056,7367,28154,2010,31190,9444,42752,8934,35449,6658,94.3,2.4,80.9,4.8,30.2,4.5,5.4,3.7,1.2,1.6,8.1,3.5,12.3,9
1400000US17091010300,17091010300,"Census Tract 103, Kankakee County, Illinois",62.5,3.5,57.6,4.2,4.9,2.3,56.1,4.9,52.2,5.5,85.9,3.7,8.6,2.8,0.2,0.3,0.6,0.4,2.8,2.3,1.9,1,80.2,4.3,4.1,2.4,1.5,0.9,4.9,1.8,3.4,1.4,12.8,4.1,27.3,4.6,19.6,5,14.5,3.5,7.1,2.4,4.8,2.7,72048,3919,86857,8754,75.1,4,87841,10460,37.2,4.5,22429,1994,1,0.8,7707,3807,8.6,3.5,1.9,1.5,1.6,1,2.8,1.5,2.2,1.2,13.9,5.2,28.3,5,18.7,5,15.5,3.6,9,3,6,3.4,74292,6367,94781,10381,32652,2999,53056,13578,54468,9013,39973,3557,97,1.3,82.4,3.7,28.3,3.8,4.6,1.9,3.4,1.6,6.5,2.1,7.2,4.3
1400000US17091010400,17091010400,"Census Tract 104, Kankakee County, Illinois",68.4,3.6,67.2,3.6,1.2,0.7,67,5.1,66.4,5.1,89.6,2.7,4.1,2.1,0.9,0.9,1.9,1.2,1,0.9,2.5,1.5,77.3,4.3,5.9,3.8,1.6,1.2,4.5,2.3,5.9,2.8,9.6,2.8,18.5,4,15.8,3.4,22.6,4.2,9,3.2,6.6,2.7,80200,4157,96030,7999,79.9,4.4,97073,11041,31.8,3.3,22273,1919,0.6,0.8,,,5.5,3,0.7,1.1,0.9,1,2.5,2,4.8,2.3,7.7,2.8,15.7,4,17.4,4.2,30.4,5.8,11.4,4.4,8.4,3.6,100568,12470,113314,10656,37036,3422,36587,7964,43566,6710,40868,3734,97.9,1.1,86.5,3.2,24.9,2.9,3,2,1.2,1.2,6.3,2.7,6,4.3
